iter	Passed	Remaining
4770	406382	19505
4771	406476	19420
4772	406554	19335
4773	406779	19256
4774	406866	19171
4775	406939	19085
4776	407005	18999
4777	407096	18914
4778	407170	18829
4779	407236	18743
4780	407309	18657
4781	407388	18571
4782	407453	18485
4783	407526	18400
4784	407607	18314
4785	407677	18228
4786	407747	18142
4787	407928	18061
4788	408093	17980
4789	408170	17894
4790	408247	17809
4791	408334	17724
4792	408402	17638
4793	408462	17551
4794	408545	17466
4795	408622	17380
4796	408694	17295
4797	408774	17209
4798	408841	17123
4799	408919	17038
4800	409002	16953
4801	409190	16872
4802	409319	16788
4803	409384	16702
4804	409455	16616
4805	409531	16531
4806	409615	16445
4807	409675	16359
4808	409797	16275
4809	409871	16190
4810	409946	16104
4811	410026	16019
4812	410095	15933
4813	410190	15848
4814	410376	15767
4815	410544	15685
4816	410626	15599
4817	410693	15513
4818	410768	15428
4819	410830	15342
4820	410893	15256
4821	410961	15170
4822	411044	15084
4823	411144	15000
4824	411220	14914
4825	411294	14829
4826	411358	14743
4827	411437	14657
4828	411551	14573
4829	411743	14492
4830	411815	14406
4831	411892	14320
4832	411954	14234
4833	412019	14148
4834	412092	14063
4835	412172	13977
4836	412255	13892
4837	412323	13806
4838	412393	13720
4839	412466	13635
4840	412551	13550
4841	412620	13464
4842	412688	13378
4843	412900	13297
4844	413055	13214
4845	413154	13129
4846	413228	13043
4847	413285	12957
4848	413358	12872
4849	413428	12786
4850	413515	12701
4851	413582	12615
4852	413658	12529
4853	413722	12444
4854	413800	12358
4855	413878	12273
4856	413940	12187
4857	414112	12104
4858	414272	12021
4859	414354	11936
4860	414428	11850
4861	414503	11765
4862	414574	11679
4863	414653	11593
4864	414720	11508
4865	414806	11422
4866	414878	11337
4867	414957	11251
4868	415030	11166
4869	415095	11080
4870	415166	10994
4871	415227	10909
4872	415510	10829
4873	415596	10743
4874	415668	10658
4875	415729	10572
4876	415797	10486
4877	415866	10400
4878	415940	10315
4879	416039	10230
4880	416117	10145
4881	416194	10059
4882	416269	9974
4883	416356	9888
4884	416433	9803
4885	416500	9717
4886	416735	9635
4887	416828	9550
4888	416904	9465
4889	416980	9379
4890	417052	9294
4891	417119	9208
4892	417196	9123
4893	417280	9037
4894	417363	8952
4895	417431	8867
4896	417505	8781
4897	417578	8696
4898	417685	8611
4899	417815	8526
4900	418054	8444
4901	418131	8359
4902	418207	8273
4903	418280	8188
4904	418348	8102
4905	418424	8017
4906	418486	7931
4907	418564	7845
4908	418645	7760
4909	418711	7674
4910	418785	7589
4911	418863	7504
4912	418944	7418
4913	419024	7333
4914	419257	7250
4915	419345	7165
4916	419426	7080
4917	419497	6994
4918	419576	6909
4919	419655	6823
4920	419731	6738
4921	419839	6653
4922	419904	6567
4923	419978	6482
4924	420048	6396
4925	420129	6311
4926	420200	6225
4927	420384	6141
4928	420521	6057
4929	420600	5972
4930	420673	5886
4931	420745	5801
4932	420821	5715
4933	420895	5630
4934	420965	5544
4935	421041	5459
4936	421118	5373
4937	421182	5288
4938	421265	5202
4939	421339	5117
4940	421418	5032
4941	421623	4948
4942	421767	4863
4943	421851	4778
4944	421924	4692
4945	422000	4607
4946	422079	4521
4947	422154	4436
4948	422234	4351
4949	422330	4265
4950	422400	4180
4951	422479	4095
4952	422553	4009
4953	422629	3924
4954	422699	3838
4955	422940	3754
4956	423031	3669
4957	423135	3584
4958	423233	3499
4959	423305	3413
4960	423382	3328
4961	423470	3243
4962	423552	3157
4963	423638	3072
4964	423710	2986
4965	423786	2901
4966	423855	2816
4967	423927	2730
4968	424183	2646
4969	424260	2560
4970	424340	2475
4971	424413	2390
4972	424494	2304
4973	424571	2219
4974	424643	2133
4975	424720	2048
4976	424797	1963
4977	424882	1877
4978	424954	1792
4979	425022	1706
4980	425085	1621
4981	425160	1536
4982	425394	1451
4983	425485	1365
4984	425560	1280
4985	425622	1195
4986	425689	1109
4987	425769	1024
4988	425842	938
4989	425919	853
4990	425998	768
4991	426075	682
4992	426144	597
4993	426217	512
4994	426304	426
4995	426383	341
4996	426600	256
4997	426741	170
4998	426821	85
4999	426902	0
